repo,path,bucket,bytes,lines,tokens_4,tokens_35
codex,scripts/codex_package/targets.py,source,4520,164,1130,1291
codex,scripts/codex_package/test_archive.py,source,1542,45,386,441
codex,scripts/codex_package/test_cargo.py,source,3605,102,901,1030
codex,scripts/codex_package/v8.py,source,5566,180,1392,1590
codex,scripts/codex_package/version.py,source,874,29,218,250
codex,scripts/codex_package/zsh.py,source,590,22,148,169
codex,scripts/debug-codex.sh,text-other,330,10,82,94
codex,scripts/format.py,source,6488,212,1622,1854
codex,scripts/install/install.ps1,binary-other,29883,0,0,0
codex,scripts/install/install.sh,text-other,21674,937,5418,6193
codex,scripts/just-shell.py,source,2030,72,508,580
codex,scripts/list-bazel-clippy-targets.sh,text-other,1988,52,497,568
codex,scripts/list-bazel-release-targets.sh,text-other,700,19,175,200
codex,scripts/mock_responses_websocket_server.py,source,5993,208,1498,1712
codex,scripts/pyproject.toml,config,177,9,44,51
codex,scripts/readme_toc.py,source,3878,120,970,1108
codex,scripts/run_tui_with_exec_server.sh,text-other,1768,61,442,505
codex,scripts/stage_npm_packages.py,source,19285,604,4821,5510
codex,scripts/start-codex-exec.sh,text-other,4919,185,1230,1405
codex,scripts/test-remote-env.sh,text-other,4895,142,1224,1399
codex,scripts/uv.lock,config,6220,43,1555,1777
codex,sdk/python-runtime/README.md,docs,351,9,88,100
codex,sdk/python-runtime/hatch_build.py,source,932,30,233,266
codex,sdk/python-runtime/pyproject.toml,config,1400,57,350,400
codex,sdk/python-runtime/src/codex_cli_bin/__init__.py,source,1005,38,251,287
codex,sdk/python-runtime/uv.lock,config,233,12,58,67
codex,sdk/python/README.md,docs,1793,74,448,512
codex,sdk/python/_runtime_setup.py,source,12836,391,3209,3667
codex,sdk/python/docs/api-reference.md,docs,10239,293,2560,2925
codex,sdk/python/docs/faq.md,docs,4607,122,1152,1316
codex,sdk/python/docs/getting-started.md,docs,4131,168,1033,1180
codex,sdk/python/examples/01_quickstart_constructor/async.py,source,818,34,204,234
codex,sdk/python/examples/01_quickstart_constructor/sync.py,source,648,24,162,185
codex,sdk/python/examples/02_turn_run/async.py,source,966,35,242,276
codex,sdk/python/examples/02_turn_run/sync.py,source,754,24,188,215
codex,sdk/python/examples/03_turn_stream_events/async.py,source,2106,66,526,602
codex,sdk/python/examples/03_turn_stream_events/sync.py,source,1798,56,450,514
codex,sdk/python/examples/04_models_and_metadata/async.py,source,685,26,171,196
codex,sdk/python/examples/04_models_and_metadata/sync.py,source,547,18,137,156
codex,sdk/python/examples/05_existing_thread/async.py,source,946,34,236,270
codex,sdk/python/examples/05_existing_thread/sync.py,source,801,23,200,229
codex,sdk/python/examples/06_thread_lifecycle_and_controls/async.py,source,2241,60,560,640
codex,sdk/python/examples/06_thread_lifecycle_and_controls/sync.py,source,1847,48,462,528
codex,sdk/python/examples/07_image_and_text/async.py,source,1001,37,250,286
codex,sdk/python/examples/07_image_and_text/sync.py,source,789,26,197,225
codex,sdk/python/examples/08_local_image_and_text/async.py,source,1157,43,289,331
codex,sdk/python/examples/08_local_image_and_text/sync.py,source,921,32,230,263
codex,sdk/python/examples/09_async_parity/sync.py,source,686,23,172,196
codex,sdk/python/examples/10_error_handling_and_retry/async.py,source,2454,91,614,701
codex,sdk/python/examples/10_error_handling_and_retry/sync.py,source,1135,38,284,324
codex,sdk/python/examples/11_cli_mini_app/async.py,source,2819,88,705,805
codex,sdk/python/examples/11_cli_mini_app/sync.py,source,2471,79,618,706
codex,sdk/python/examples/12_turn_params_kitchen_sink/async.py,source,2282,85,570,652
codex,sdk/python/examples/12_turn_params_kitchen_sink/sync.py,source,2002,75,500,572
codex,sdk/python/examples/13_model_select_and_turn_params/async.py,source,3256,112,814,930
codex,sdk/python/examples/13_model_select_and_turn_params/sync.py,source,2926,102,732,836
codex,sdk/python/examples/14_turn_controls/async.py,source,2763,71,691,789
codex,sdk/python/examples/14_turn_controls/sync.py,source,2405,59,601,687
codex,sdk/python/examples/15_login_and_account/async.py,source,1069,34,267,305
codex,sdk/python/examples/15_login_and_account/sync.py,source,884,26,221,253
codex,sdk/python/examples/README.md,docs,2754,91,688,787
codex,sdk/python/examples/_bootstrap.py,source,3215,107,804,919
codex,sdk/python/notebooks/sdk_walkthrough.ipynb,binary-other,20715,0,0,0
codex,sdk/python/pyproject.toml,config,1820,74,455,520
codex,sdk/python/scripts/update_sdk_artifacts.py,source,47853,1316,11963,13672
codex,sdk/python/src/openai_codex/__init__.py,source,2009,93,502,574
codex,sdk/python/src/openai_codex/_approval_mode.py,source,1685,51,421,481
codex,sdk/python/src/openai_codex/_goal.py,source,16291,448,4073,4655
codex,sdk/python/src/openai_codex/_initialize_metadata.py,source,1863,54,466,532
codex,sdk/python/src/openai_codex/_inputs.py,source,1750,73,438,500
codex,sdk/python/src/openai_codex/_login.py,source,5985,172,1496,1710
codex,sdk/python/src/openai_codex/_message_router.py,source,11855,278,2964,3387
codex,sdk/python/src/openai_codex/_run.py,source,4295,135,1074,1227
codex,sdk/python/src/openai_codex/_sandbox.py,source,2443,78,611,698
codex,sdk/python/src/openai_codex/_version.py,source,906,36,226,259
codex,sdk/python/src/openai_codex/api.py,source,28918,807,7230,8262
codex,sdk/python/src/openai_codex/async_client.py,source,14803,378,3701,4229
codex,sdk/python/src/openai_codex/client.py,source,30896,864,7724,8827
codex,sdk/python/src/openai_codex/errors.py,source,3656,121,914,1045
codex,sdk/python/src/openai_codex/generated/__init__.py,generated,71,1,18,20
codex,sdk/python/src/openai_codex/generated/notification_registry.py,generated,9005,179,2251,2573
codex,sdk/python/src/openai_codex/generated/v2_all.py,generated,255617,8619,63904,73033
codex,sdk/python/src/openai_codex/models.py,source,3097,103,774,885
codex,sdk/python/src/openai_codex/py.typed,binary-other,0,0,0,0
codex,sdk/python/src/openai_codex/retry.py,source,1007,41,252,288
codex,sdk/python/src/openai_codex/types.py,source,1910,81,478,546
codex,sdk/python/tests/app_server_harness.py,test,14946,451,3736,4270
codex,sdk/python/tests/app_server_helpers.py,test,4012,169,1003,1146
codex,sdk/python/tests/conftest.py,test,393,16,98,112
codex,sdk/python/tests/test_app_server_approvals.py,test,8678,208,2170,2479
codex,sdk/python/tests/test_app_server_goal_operations.py,test,3445,90,861,984
codex,sdk/python/tests/test_app_server_inputs.py,test,4185,121,1046,1196
codex,sdk/python/tests/test_app_server_lifecycle.py,test,10794,271,2698,3084
codex,sdk/python/tests/test_app_server_login.py,test,3377,90,844,965
codex,sdk/python/tests/test_app_server_run.py,test,13052,365,3263,3729
codex,sdk/python/tests/test_app_server_streaming.py,test,10383,274,2596,2967
codex,sdk/python/tests/test_app_server_turn_controls.py,test,2988,81,747,854
codex,sdk/python/tests/test_artifact_workflow_and_binaries.py,test,32636,920,8159,9325
codex,sdk/python/tests/test_async_client_behavior.py,test,3852,104,963,1101
codex,sdk/python/tests/test_client_rpc_methods.py,test,11736,367,2934,3353
codex,sdk/python/tests/test_contract_generation.py,test,1993,57,498,569
codex,sdk/python/tests/test_public_api_runtime_behavior.py,test,6543,203,1636,1869
codex,sdk/python/tests/test_public_api_signatures.py,test,16861,557,4215,4817
codex,sdk/python/tests/test_real_app_server_integration.py,test,18880,569,4720,5394
codex,sdk/python/uv.lock,config,140719,748,35180,40205
codex,sdk/typescript/.prettierignore,binary-other,27,0,0,0
codex,sdk/typescript/.prettierrc,config,74,5,18,21
codex,sdk/typescript/README.md,docs,4650,149,1161,1327
codex,sdk/typescript/eslint.config.js,config,523,21,131,149
codex,sdk/typescript/jest.config.cjs,source,838,32,210,239
codex,sdk/typescript/package.json,config,1809,67,452,517
codex,sdk/typescript/samples/basic_streaming.ts,source,2616,90,654,747
codex,sdk/typescript/samples/helpers.ts,source,204,8,51,58
codex,sdk/typescript/samples/structured_output.ts,source,619,22,155,177
codex,sdk/typescript/samples/structured_output_zod.ts,source,596,19,149,170
codex,sdk/typescript/src/codex.ts,source,1196,39,299,342
codex,sdk/typescript/src/codexOptions.ts,source,749,22,187,214
codex,sdk/typescript/src/events.ts,source,2287,82,571,653
codex,sdk/typescript/src/exec.ts,source,13706,484,3426,3916
codex,sdk/typescript/src/index.ts,source,810,40,202,231
codex,sdk/typescript/src/items.ts,source,3598,128,900,1028
codex,sdk/typescript/src/outputSchemaFile.ts,source,1084,40,271,310
codex,sdk/typescript/src/thread.ts,source,4818,155,1204,1377
codex,sdk/typescript/src/threadOptions.ts,source,662,20,166,189
codex,sdk/typescript/src/turnOptions.ts,source,181,6,45,52
codex,sdk/typescript/tests/abort.test.ts,test,4956,165,1239,1416
codex,sdk/typescript/tests/codexExecSpy.ts,test,1356,37,339,387
codex,sdk/typescript/tests/exec.test.ts,test,7186,201,1796,2053
codex,sdk/typescript/tests/responsesProxy.ts,test,5674,224,1418,1621
codex,sdk/typescript/tests/run.test.ts,test,24204,808,6051,6915
codex,sdk/typescript/tests/runStreamed.test.ts,test,6082,208,1520,1738
codex,sdk/typescript/tests/setupCodexHome.ts,test,746,28,186,213
codex,sdk/typescript/tests/testCodex.ts,test,2927,106,732,836
codex,sdk/typescript/tsconfig.json,config,650,24,162,186
codex,sdk/typescript/tsup.config.ts,source,218,12,54,62
codex,third_party/powershell/BUILD.bazel,vendor,585,0,0,0
codex,third_party/v8/BUILD.bazel,vendor,19020,0,0,0
codex,third_party/v8/README.md,vendor,5357,116,1339,1531
codex,third_party/v8/libcxx.BUILD.bazel,vendor,4400,0,0,0
codex,third_party/v8/libcxx_config/BUILD.bazel,vendor,235,0,0,0
codex,third_party/v8/libcxx_config/__assertion_handler,vendor,606,0,0,0
codex,third_party/v8/libcxx_config/__config_site,vendor,1466,0,0,0
codex,third_party/v8/libcxxabi.BUILD.bazel,vendor,2859,0,0,0
codex,third_party/v8/llvm_libc.BUILD.bazel,vendor,237,0,0,0
codex,third_party/v8/rusty_v8_149_2_0.sha256,vendor,227,0,0,0
codex,third_party/v8/v8_crate.BUILD.bazel,vendor,1098,0,0,0
codex,third_party/wezterm/LICENSE,vendor,1076,0,0,0
codex,third_party/wine/BUILD.bazel,vendor,824,0,0,0
codex,tools/argument-comment-lint/.cargo/config.toml,config,221,6,55,63
codex,tools/argument-comment-lint/.gitignore,config,8,1,2,2
codex,tools/argument-comment-lint/BUILD.bazel,binary-other,824,0,0,0
codex,tools/argument-comment-lint/Cargo.lock,config,41781,1653,10445,11937
codex,tools/argument-comment-lint/Cargo.toml,config,491,24,123,140
codex,tools/argument-comment-lint/README.md,docs,6283,175,1571,1795
codex,tools/argument-comment-lint/argument-comment-lint,binary-other,2757,0,0,0
codex,tools/argument-comment-lint/driver.rs,source,1204,43,301,344
codex,tools/argument-comment-lint/lint_aspect.bzl,binary-other,5965,0,0,0
codex,tools/argument-comment-lint/list-bazel-targets.sh,text-other,975,25,244,279
codex,tools/argument-comment-lint/run-prebuilt-linter.py,source,1212,48,303,346
codex,tools/argument-comment-lint/run.py,source,867,38,217,248
codex,tools/argument-comment-lint/rust-toolchain,binary-other,104,0,0,0
codex,tools/argument-comment-lint/src/bin/argument-comment-lint.rs,source,8823,301,2206,2521
codex,tools/argument-comment-lint/src/comment_parser.rs,source,2047,63,512,585
codex,tools/argument-comment-lint/src/lib.rs,source,9366,300,2342,2676
codex,tools/argument-comment-lint/test_wrapper_common.py,source,3594,124,898,1027
codex,tools/argument-comment-lint/ui/allow_char_literals.rs,source,183,9,46,52
codex,tools/argument-comment-lint/ui/allow_self_documenting_methods.rs,source,499,25,125,143
codex,tools/argument-comment-lint/ui/allow_string_literals.rs,source,193,9,48,55
codex,tools/argument-comment-lint/ui/comment_matches.rs,source,334,12,84,95
codex,tools/argument-comment-lint/ui/comment_matches_multiline.rs,source,361,15,90,103
codex,tools/argument-comment-lint/ui/comment_mismatch.rs,source,374,20,94,107
codex,tools/argument-comment-lint/ui/comment_mismatch.stderr,binary-other,699,0,0,0
codex,tools/argument-comment-lint/ui/ignore_external_methods.rs,source,250,9,62,71
codex,tools/argument-comment-lint/ui/multiple_method_arguments.rs,source,279,14,70,80
codex,tools/argument-comment-lint/ui/multiple_method_arguments.stderr,binary-other,503,0,0,0
codex,tools/argument-comment-lint/ui/uncommented_literal.rs,source,367,18,92,105
codex,tools/argument-comment-lint/ui/uncommented_literal.stderr,binary-other,978,0,0,0
codex,tools/argument-comment-lint/wrapper_common.py,source,9475,278,2369,2707
codex,tools/buildifier,binary-other,2172,0,0,0
codex,workspace_root_test_launcher.bat.tpl,binary-other,5842,0,0,0
codex,workspace_root_test_launcher.sh.tpl,binary-other,4713,0,0,0
opencode,.dockerignore,binary-other,116,0,0,0
opencode,.editorconfig,binary-other,136,0,0,0
opencode,.gitattributes,binary-other,123,0,0,0
opencode,.github/CODEOWNERS,config,103,0,0,0
opencode,.github/ISSUE_TEMPLATE/bug-report.yml,config,1662,66,416,475
opencode,.github/ISSUE_TEMPLATE/config.yml,config,241,5,60,68
opencode,.github/ISSUE_TEMPLATE/feature-request.yml,config,643,19,160,183
opencode,.github/ISSUE_TEMPLATE/question.yml,config,202,10,50,58
opencode,.github/TEAM_MEMBERS,config,165,0,0,0
opencode,.github/actions/setup-bun/action.yml,config,2375,66,594,679
opencode,.github/actions/setup-git-committer/action.yml,config,1390,43,348,397
opencode,.github/publish-python-sdk.yml,config,2214,71,554,633
opencode,.github/pull_request_template.md,config,846,29,212,242
opencode,.github/workflows/beta.yml,config,952,37,238,272
opencode,.github/workflows/close-issues.yml,config,558,24,140,159
opencode,.github/workflows/close-prs.yml,config,1368,50,342,391
opencode,.github/workflows/compliance-close.yml,config,3586,95,896,1025
opencode,.github/workflows/containers.yml,config,1190,45,298,340
opencode,.github/workflows/deploy.yml,config,1746,48,436,499
opencode,.github/workflows/docs-locale-sync.yml,config,3969,100,992,1134
opencode,.github/workflows/docs-update.yml,config,2896,72,724,827
opencode,.github/workflows/duplicate-issues.yml,config,7742,177,1936,2212
opencode,.github/workflows/generate.yml,config,1571,51,393,449
opencode,.github/workflows/nix-eval.yml,config,2743,95,683,780
opencode,.github/workflows/nix-hashes.yml,config,5079,162,1270,1451
opencode,.github/workflows/notify-discord.yml,config,394,14,98,113
opencode,.github/workflows/opencode.yml,config,975,34,244,279
opencode,.github/workflows/pr-management.yml,config,3313,95,828,947
opencode,.github/workflows/pr-standards.yml,config,14742,351,3686,4212
opencode,.github/workflows/publish-github-action.yml,config,646,30,162,185
opencode,.github/workflows/publish-vscode.yml,config,819,37,205,234
opencode,.github/workflows/publish.yml,config,20992,520,5248,5998
opencode,.github/workflows/release-github-action.yml,config,598,29,150,171
opencode,.github/workflows/review.yml,config,3993,83,998,1141
opencode,.github/workflows/stats.yml,config,936,35,234,267
opencode,.github/workflows/storybook.yml,config,857,38,214,245
opencode,.github/workflows/test.yml,config,4706,145,1176,1345
opencode,.github/workflows/triage.yml,config,963,37,241,275
opencode,.github/workflows/typecheck.yml,config,417,21,104,119
opencode,.gitignore,config,312,34,78,89
opencode,.gitleaksignore,binary-other,506,0,0,0
opencode,.husky/pre-push,config,812,0,0,0
opencode,.opencode/.gitignore,config,82,7,20,23
opencode,.opencode/agent/duplicate-pr.md,config,924,26,231,264
opencode,.opencode/agent/triage.md,config,1413,43,353,404
opencode,.opencode/command/ai-deps.md,config,1033,24,258,295
opencode,.opencode/command/changelog.md,config,3169,49,792,905
opencode,.opencode/command/commit.md,config,628,37,157,179
opencode,.opencode/command/issues.md,config,520,23,130,149
opencode,.opencode/command/learn.md,config,1628,42,406,463
opencode,.opencode/command/rmslop.md,config,576,15,144,165
opencode,.opencode/command/spellcheck.md,config,204,5,51,58
opencode,.opencode/command/translate.md,config,804,14,201,230
opencode,.opencode/env.d.ts,config,76,4,19,22
opencode,.opencode/glossary/README.md,config,2148,63,537,614
opencode,.opencode/glossary/ar.md,config,1004,28,251,287
opencode,.opencode/glossary/br.md,config,1733,34,433,495
opencode,.opencode/glossary/bs.md,config,1437,33,359,411
opencode,.opencode/glossary/da.md,config,898,27,224,257
opencode,.opencode/glossary/de.md,config,898,27,224,257
opencode,.opencode/glossary/es.md,config,900,27,225,257
opencode,.opencode/glossary/fr.md,config,898,27,224,257
opencode,.opencode/glossary/ja.md,config,1343,33,330,377
opencode,.opencode/glossary/ko.md,config,898,27,224,257
opencode,.opencode/glossary/no.md,config,1598,38,399,456
opencode,.opencode/glossary/pl.md,config,898,27,224,257
opencode,.opencode/glossary/ru.md,config,900,27,225,257
opencode,.opencode/glossary/th.md,config,1642,34,406,464
opencode,.opencode/glossary/tr.md,config,2244,38,558,638
opencode,.opencode/glossary/zh-cn.md,config,2128,42,514,588
opencode,.opencode/glossary/zh-tw.md,config,2137,42,514,588
opencode,.opencode/opencode.jsonc,config,491,20,123,140
opencode,.opencode/plugins/smoke-theme.json,config,4325,223,1081,1236
opencode,.opencode/plugins/tui-smoke.tsx,config,31257,1019,7812,8928
opencode,.opencode/skills/effect/SKILL.md,config,2794,38,698,798
opencode,.opencode/themes/.gitignore,config,17,1,4,5
opencode,.opencode/themes/mytheme.json,config,4319,223,1080,1234
opencode,.opencode/tool/github-pr-search.ts,config,2207,64,552,631
opencode,.opencode/tool/github-triage.ts,config,1954,60,488,558
opencode,.opencode/tui.json,config,438,19,110,125
opencode,.oxlintrc.json,config,2068,51,516,590
opencode,.prettierignore,binary-other,46,0,0,0
opencode,.vscode/launch.example.json,config,183,11,46,52
opencode,.vscode/settings.example.json,config,53,5,13,15
opencode,.zed/settings.json,config,169,9,42,48
opencode,AGENTS.md,docs,7821,158,1955,2235
opencode,CONTEXT.md,docs,14963,129,3741,4275
opencode,CONTRIBUTING.md,docs,11685,299,2916,3333
opencode,LICENSE,binary-other,1065,0,0,0
opencode,README.ar.md,docs,6072,129,1260,1440
opencode,README.bn.md,docs,8083,129,1380,1577
opencode,README.br.md,docs,5626,129,1371,1567
opencode,README.bs.md,docs,5461,129,1336,1526
opencode,README.da.md,docs,5395,129,1321,1510
opencode,README.de.md,docs,5592,129,1372,1568
opencode,README.es.md,docs,5635,129,1379,1576
opencode,README.fr.md,docs,5717,129,1397,1597
opencode,README.gr.md,docs,7438,129,1436,1641
opencode,README.it.md,docs,5689,129,1391,1590
opencode,README.ja.md,docs,5954,129,1151,1316
opencode,README.ko.md,docs,5670,129,1152,1317
opencode,README.md,docs,5402,129,1329,1519
opencode,README.no.md,docs,5355,129,1314,1501
opencode,README.pl.md,docs,5571,129,1350,1543
opencode,README.ru.md,docs,6682,129,1340,1531
opencode,README.th.md,docs,7819,129,1297,1482
opencode,README.tr.md,docs,5828,129,1397,1596
opencode,README.uk.md,docs,7024,130,1380,1577
opencode,README.vi.md,docs,6112,129,1368,1563
opencode,README.zh.md,docs,5293,128,1104,1262
opencode,README.zht.md,docs,5589,128,1140,1303
opencode,SECURITY.md,docs,2661,47,665,760
opencode,STATS.md,docs,18293,217,4573,5227
opencode,bun.lock,config,847757,7291,211939,242216
opencode,bunfig.toml,config,1024,8,256,293
opencode,flake.lock,config,569,27,142,163
opencode,flake.nix,text-other,1833,73,458,524
opencode,github/.gitignore,config,388,34,97,111
opencode,github/README.md,docs,6017,166,1504,1719
opencode,github/action.yml,config,2451,79,613,700
opencode,github/bun.lock,config,16374,156,4094,4678
opencode,github/index.ts,source,30235,1072,7559,8639
opencode,github/package.json,config,407,20,102,116
opencode,github/script/publish,binary-other,403,0,0,0
opencode,github/script/release,binary-other,968,0,0,0
opencode,github/sst-env.d.ts,source,233,10,58,67
opencode,github/tsconfig.json,config,713,29,178,204
opencode,infra/app.ts,source,2071,69,518,592
opencode,infra/console.ts,source,9326,306,2332,2665
opencode,infra/enterprise.ts,source,578,17,144,165
opencode,infra/lake.ts,source,10082,327,2520,2881
opencode,infra/monitoring.ts,source,8028,287,2007,2294
opencode,infra/secret.ts,source,531,14,133,152
opencode,infra/stage.ts,source,666,21,166,190
opencode,infra/stats.ts,source,7514,203,1878,2147
opencode,install,binary-other,13690,0,0,0
opencode,nix/desktop.nix,text-other,2849,110,712,814
opencode,nix/hashes.json,config,330,8,82,94
opencode,nix/node_modules.nix,text-other,2038,85,510,582
opencode,nix/opencode.nix,text-other,2456,102,614,702
opencode,nix/scripts/canonicalize-node-modules.ts,source,2738,101,684,782
opencode,nix/scripts/normalize-bun-binaries.ts,source,3370,130,842,963
opencode,package.json,config,5460,158,1365,1560
opencode,packages/app/.gitignore,config,60,3,15,17
opencode,packages/app/AGENTS.md,docs,1221,35,305,349
opencode,packages/app/README.md,docs,1636,50,409,467
opencode,packages/app/bunfig.toml,config,50,3,12,14
opencode,packages/app/create-effect-simplification-spec.md,docs,18928,515,4732,5408
opencode,packages/app/e2e/performance/AGENTS.md,docs,813,13,203,232
opencode,packages/app/e2e/performance/README.md,docs,5144,77,1286,1470
opencode,packages/app/e2e/performance/benchmark.ts,source,4684,144,1171,1338
opencode,packages/app/e2e/performance/chrome-trace.ts,source,3285,95,821,939
opencode,packages/app/e2e/performance/playwright.config.ts,source,693,20,173,198
opencode,packages/app/e2e/performance/playwright.uncapped.config.ts,source,367,13,92,105
opencode,packages/app/e2e/performance/timeline/session-tab-flash.spec.ts,test,1989,49,497,568
opencode,packages/app/e2e/performance/timeline/session-tab-repaint-probe.ts,source,10211,251,2553,2917
opencode,packages/app/e2e/performance/timeline/session-tab-switch-benchmark.spec.ts,test,3262,79,816,932
opencode,packages/app/e2e/performance/timeline/session-tab-switch-metrics.ts,source,1808,46,452,517
opencode,packages/app/e2e/performance/timeline/session-tab-switch-probe.ts,source,5912,152,1478,1689
opencode,packages/app/e2e/performance/timeline/session-timeline-benchmark.fixture.ts,source,15396,488,3849,4399
opencode,packages/app/e2e/performance/timeline/session-timeline-benchmark.spec.ts,test,3124,85,781,893
opencode,packages/app/e2e/performance/timeline/session-timeline-profile.ts,source,1508,40,377,431
opencode,packages/app/e2e/performance/timeline/session-timeline-stream-probe.ts,source,23719,547,5930,6777
opencode,packages/app/e2e/performance/timeline/session-timeline-stress.fixture.ts,source,10887,335,2722,3111
opencode,packages/app/e2e/performance/timeline/timeline-test-helpers.ts,source,2041,67,510,583
opencode,packages/app/e2e/performance/unit/chrome-trace-write.test.ts,test,581,15,145,166
opencode,packages/app/e2e/performance/unit/session-tab-repaint-probe.test.ts,test,1580,42,395,451
opencode,packages/app/e2e/performance/unit/session-tab-switch-metrics.test.ts,test,2199,54,550,628
opencode,packages/app/e2e/performance/unit/session-timeline-stream-probe.test.ts,test,806,14,202,230
opencode,packages/app/e2e/performance/unit/session-timeline-visual-tracking.test.ts,test,703,16,176,201
opencode,packages/app/e2e/regression/prompt-thinking-level.spec.ts,test,2750,87,688,786
opencode,packages/app/e2e/regression/session-list-path-loading.spec.ts,test,1260,41,315,360
opencode,packages/app/e2e/regression/session-timeline-collapse-state.spec.ts,test,13921,440,3480,3977
opencode,packages/app/e2e/regression/session-timeline-context-resize.spec.ts,test,8841,268,2210,2526
opencode,packages/app/e2e/smoke/session-timeline.fixture.ts,source,9984,314,2496,2853
opencode,packages/app/e2e/smoke/session-timeline.spec.ts,test,27806,718,6952,7945
opencode,packages/app/e2e/tsconfig.json,config,162,9,40,46
opencode,packages/app/e2e/utils/errors.ts,source,582,18,146,166
opencode,packages/app/e2e/utils/mock-server.ts,source,3821,102,955,1092
opencode,packages/app/e2e/utils/waits.ts,source,380,11,95,109
opencode,packages/app/happydom.ts,source,2246,75,562,642
opencode,packages/app/index.html,text-other,1152,22,288,329
opencode,packages/app/package.json,config,2977,84,744,851
opencode,packages/app/playwright.config.ts,source,1435,45,359,410
opencode,packages/app/public/_headers,binary-other,272,0,0,0
opencode,packages/app/public/apple-touch-icon-v3.png,asset,1541,0,0,0
opencode,packages/app/public/apple-touch-icon.png,asset,1541,0,0,0
opencode,packages/app/public/assets/Inter.ttf,asset,874708,0,0,0
opencode,packages/app/public/assets/JetBrainsMonoNerdFontMono-Regular.woff2,asset,1060580,0,0,0
opencode,packages/app/public/favicon-96x96-v3.png,asset,536,0,0,0
opencode,packages/app/public/favicon-96x96.png,asset,536,0,0,0
opencode,packages/app/public/favicon-v3.ico,asset,15086,0,0,0
opencode,packages/app/public/favicon-v3.svg,asset,612,0,0,0
opencode,packages/app/public/favicon.ico,asset,15086,0,0,0
opencode,packages/app/public/favicon.svg,asset,612,0,0,0
opencode,packages/app/public/oc-theme-preload.js,source,1273,39,318,364
opencode,packages/app/public/site.webmanifest,binary-other,438,0,0,0
opencode,packages/app/public/social-share-zen.png,asset,21918,0,0,0
opencode,packages/app/public/social-share.png,asset,14238,0,0,0
opencode,packages/app/public/web-app-manifest-192x192.png,asset,1601,0,0,0
opencode,packages/app/public/web-app-manifest-512x512.png,asset,7194,0,0,0
opencode,packages/app/src/addons/serialize.test.ts,test,10862,319,2713,3100
opencode,packages/app/src/addons/serialize.ts,source,19445,634,4861,5556
opencode,packages/app/src/app.tsx,source,16078,466,4018,4593
opencode,packages/app/src/components/debug-bar.tsx,source,13263,443,3316,3789
opencode,packages/app/src/components/dialog-connect-provider.tsx,source,23083,654,5771,6595
opencode,packages/app/src/components/dialog-custom-provider-form.ts,source,4340,158,1085,1240
opencode,packages/app/src/components/dialog-custom-provider.test.ts,test,2389,80,597,683
opencode,packages/app/src/components/dialog-custom-provider.tsx,source,11772,329,2943,3363
opencode,packages/app/src/components/dialog-edit-project.tsx,source,10668,267,2667,3048
opencode,packages/app/src/components/dialog-fork.tsx,source,3541,108,885,1012
opencode,packages/app/src/components/dialog-manage-models.tsx,source,3946,102,986,1127
opencode,packages/app/src/components/dialog-release-notes.tsx,source,4809,144,1202,1374
opencode,packages/app/src/components/dialog-select-directory-v2.css,text-other,2498,107,624,714
opencode,packages/app/src/components/dialog-select-directory-v2.tsx,source,13326,356,3332,3807
opencode,packages/app/src/components/dialog-select-directory.tsx,source,6887,194,1722,1968
opencode,packages/app/src/components/dialog-select-file.tsx,source,16247,494,4062,4642
opencode,packages/app/src/components/dialog-select-mcp.tsx,source,3361,92,840,960
opencode,packages/app/src/components/dialog-select-model-unpaid.tsx,source,5637,145,1409,1611
opencode,packages/app/src/components/dialog-select-model.tsx,source,7843,230,1961,2241
opencode,packages/app/src/components/dialog-select-provider.tsx,source,3756,87,939,1073
opencode,packages/app/src/components/dialog-select-server.tsx,source,24417,704,6104,6976
opencode,packages/app/src/components/dialog-settings.tsx,source,3434,81,858,981
opencode,packages/app/src/components/dialog-usage-exceeded.tsx,source,1198,44,300,342
opencode,packages/app/src/components/directory-picker-domain.test.ts,test,7972,189,1993,2278
opencode,packages/app/src/components/directory-picker-domain.ts,source,12210,331,3052,3489
opencode,packages/app/src/components/directory-picker-policy.ts,source,322,7,80,92
opencode,packages/app/src/components/directory-picker.test.ts,test,645,21,161,184
opencode,packages/app/src/components/directory-picker.tsx,source,1625,45,406,464
opencode,packages/app/src/components/file-tree.test.ts,test,2946,80,736,842
opencode,packages/app/src/components/file-tree.tsx,source,15646,506,3912,4470
opencode,packages/app/src/components/help-button.tsx,source,2337,54,584,668
opencode,packages/app/src/components/link.tsx,source,645,26,161,184
opencode,packages/app/src/components/model-tooltip.tsx,source,3365,91,841,961
opencode,packages/app/src/components/pierre-tree.test.ts,test,689,23,172,197
opencode,packages/app/src/components/prompt-input.stories.tsx,source,3295,117,824,941
opencode,packages/app/src/components/prompt-input.tsx,source,81756,2248,20439,23359
opencode,packages/app/src/components/prompt-input/attachments.test.ts,test,3573,108,893,1021
opencode,packages/app/src/components/prompt-input/attachments.ts,source,5693,199,1423,1627
opencode,packages/app/src/components/prompt-input/build-request-parts.test.ts,test,12434,361,3108,3553
opencode,packages/app/src/components/prompt-input/build-request-parts.ts,source,5768,201,1442,1648
opencode,packages/app/src/components/prompt-input/context-items.tsx,source,3863,88,966,1104
opencode,packages/app/src/components/prompt-input/drag-overlay.tsx,source,786,25,196,225
