repo,path,bucket,bytes,lines,tokens_4,tokens_35
opencode,packages/ui/src/components/inline-input.tsx,source,708,22,177,202
opencode,packages/ui/src/components/keybind.css,text-other,419,18,105,120
opencode,packages/ui/src/components/keybind.stories.tsx,source,851,43,213,243
opencode,packages/ui/src/components/keybind.tsx,source,429,20,107,123
opencode,packages/ui/src/components/line-comment-annotations.tsx,source,18291,596,4573,5226
opencode,packages/ui/src/components/line-comment-styles.ts,source,7343,292,1836,2098
opencode,packages/ui/src/components/line-comment.stories.tsx,source,3074,115,768,878
opencode,packages/ui/src/components/line-comment.tsx,source,13711,439,3428,3917
opencode,packages/ui/src/components/list.css,text-other,8294,331,2074,2370
opencode,packages/ui/src/components/list.stories.tsx,source,3765,170,941,1076
opencode,packages/ui/src/components/list.tsx,source,13219,394,3305,3777
opencode,packages/ui/src/components/logo.css,text-other,69,4,17,20
opencode,packages/ui/src/components/logo.stories.tsx,source,1333,57,333,381
opencode,packages/ui/src/components/logo.tsx,source,2598,62,650,742
opencode,packages/ui/src/components/markdown-code-state.test.ts,test,747,32,187,213
opencode,packages/ui/src/components/markdown-code-state.ts,source,586,22,146,167
opencode,packages/ui/src/components/markdown-shiki.worker.ts,source,3380,104,845,966
opencode,packages/ui/src/components/markdown-stream.test.ts,test,7216,194,1804,2062
opencode,packages/ui/src/components/markdown-stream.ts,source,3715,110,929,1061
opencode,packages/ui/src/components/markdown-worker-protocol.test.ts,test,2655,81,664,759
opencode,packages/ui/src/components/markdown-worker-protocol.ts,source,1596,48,399,456
opencode,packages/ui/src/components/markdown-worker-queue.test.ts,test,1555,49,389,444
opencode,packages/ui/src/components/markdown-worker-queue.ts,source,1794,64,448,513
opencode,packages/ui/src/components/markdown-worker-transport.test.ts,test,1795,56,449,513
opencode,packages/ui/src/components/markdown-worker-transport.ts,source,1090,41,272,311
opencode,packages/ui/src/components/markdown-worker.ts,source,4279,122,1070,1223
opencode,packages/ui/src/components/markdown.css,text-other,5711,274,1428,1632
opencode,packages/ui/src/components/markdown.stories.tsx,source,1157,53,289,331
opencode,packages/ui/src/components/markdown.tsx,source,20032,630,5008,5723
opencode,packages/ui/src/components/message-file.test.ts,test,1439,55,360,411
opencode,packages/ui/src/components/message-file.ts,source,404,14,101,115
opencode,packages/ui/src/components/message-nav.css,text-other,2850,127,712,814
opencode,packages/ui/src/components/message-nav.stories.tsx,source,292,7,73,83
opencode,packages/ui/src/components/message-nav.tsx,source,3760,102,940,1074
opencode,packages/ui/src/components/message-part-text.ts,source,175,3,44,50
opencode,packages/ui/src/components/message-part.css,text-other,26665,1275,6666,7619
opencode,packages/ui/src/components/message-part.stories.tsx,source,296,7,74,85
opencode,packages/ui/src/components/message-part.test.ts,test,1128,28,282,322
opencode,packages/ui/src/components/message-part.tsx,source,80831,2436,20208,23095
opencode,packages/ui/src/components/motion-spring.tsx,source,1322,45,330,378
opencode,packages/ui/src/components/popover.css,text-other,2017,98,504,576
opencode,packages/ui/src/components/popover.stories.tsx,source,1772,87,443,506
opencode,packages/ui/src/components/popover.tsx,source,4736,153,1184,1353
opencode,packages/ui/src/components/progress-circle.css,text-other,309,12,77,88
opencode,packages/ui/src/components/progress-circle.stories.tsx,source,1420,59,355,406
opencode,packages/ui/src/components/progress-circle.tsx,source,1609,57,402,460
opencode,packages/ui/src/components/progress.css,text-other,1403,63,351,401
opencode,packages/ui/src/components/progress.stories.tsx,source,1300,67,325,371
opencode,packages/ui/src/components/progress.tsx,source,1264,39,316,361
opencode,packages/ui/src/components/provider-icon.css,text-other,86,5,22,25
opencode,packages/ui/src/components/provider-icon.stories.tsx,source,1609,69,402,460
opencode,packages/ui/src/components/provider-icon.tsx,source,782,25,196,223
opencode,packages/ui/src/components/provider-icons/sprite.svg,asset,282309,0,0,0
opencode,packages/ui/src/components/provider-icons/types.ts,source,1655,105,414,473
opencode,packages/ui/src/components/radio-group.css,text-other,4729,187,1182,1351
opencode,packages/ui/src/components/radio-group.stories.tsx,source,1917,92,479,548
opencode,packages/ui/src/components/radio-group.tsx,source,2526,83,632,722
opencode,packages/ui/src/components/resize-handle.css,text-other,1075,58,269,307
opencode,packages/ui/src/components/resize-handle.stories.tsx,source,4371,161,1093,1249
opencode,packages/ui/src/components/resize-handle.tsx,source,2343,82,586,669
opencode,packages/ui/src/components/scroll-view.css,text-other,1306,62,326,373
opencode,packages/ui/src/components/scroll-view.test.ts,test,1823,54,456,521
opencode,packages/ui/src/components/scroll-view.tsx,source,7765,250,1941,2219
opencode,packages/ui/src/components/select.css,text-other,5002,202,1250,1429
opencode,packages/ui/src/components/select.stories.tsx,source,2422,113,606,692
opencode,packages/ui/src/components/select.tsx,source,5505,174,1376,1573
opencode,packages/ui/src/components/session-diff.test.ts,test,4923,135,1231,1407
opencode,packages/ui/src/components/session-diff.ts,source,4892,144,1223,1398
opencode,packages/ui/src/components/session-retry.tsx,source,2812,74,703,803
opencode,packages/ui/src/components/session-review.css,text-other,5459,237,1365,1560
opencode,packages/ui/src/components/session-review.stories.tsx,source,304,7,76,87
opencode,packages/ui/src/components/session-review.tsx,source,27627,655,6907,7893
opencode,packages/ui/src/components/session-turn.css,text-other,5273,231,1318,1507
opencode,packages/ui/src/components/session-turn.stories.tsx,source,296,7,74,85
opencode,packages/ui/src/components/session-turn.tsx,source,19429,540,4857,5551
opencode,packages/ui/src/components/shell-submessage-motion.stories.tsx,source,10432,346,2608,2981
opencode,packages/ui/src/components/shell-submessage.css,text-other,528,23,132,151
opencode,packages/ui/src/components/spinner.css,text-other,101,6,25,29
opencode,packages/ui/src/components/spinner.stories.tsx,source,1207,53,302,345
opencode,packages/ui/src/components/spinner.tsx,source,1429,52,357,408
opencode,packages/ui/src/components/sticky-accordion-header.css,text-other,215,6,54,61
opencode,packages/ui/src/components/sticky-accordion-header.stories.tsx,source,1279,54,320,365
opencode,packages/ui/src/components/sticky-accordion-header.tsx,source,453,18,113,129
opencode,packages/ui/src/components/switch.css,text-other,3345,132,836,956
opencode,packages/ui/src/components/switch.stories.tsx,source,1477,68,369,422
opencode,packages/ui/src/components/switch.tsx,source,1114,29,278,318
opencode,packages/ui/src/components/tabs.css,text-other,15169,635,3792,4334
opencode,packages/ui/src/components/tabs.stories.tsx,source,5194,179,1298,1484
opencode,packages/ui/src/components/tabs.tsx,source,3328,125,832,951
opencode,packages/ui/src/components/tag.css,text-other,959,37,240,274
opencode,packages/ui/src/components/tag.stories.tsx,source,1231,58,308,352
opencode,packages/ui/src/components/tag.tsx,source,527,22,132,151
opencode,packages/ui/src/components/text-field.css,text-other,3205,134,801,916
opencode,packages/ui/src/components/text-field.stories.tsx,source,2347,111,587,671
opencode,packages/ui/src/components/text-field.tsx,source,3564,128,891,1018
opencode,packages/ui/src/components/text-reveal.css,text-other,4924,150,1221,1395
opencode,packages/ui/src/components/text-reveal.stories.tsx,source,10675,320,2668,3049
opencode,packages/ui/src/components/text-reveal.tsx,source,4321,143,1080,1235
opencode,packages/ui/src/components/text-shimmer.css,text-other,3360,119,840,960
opencode,packages/ui/src/components/text-shimmer.stories.tsx,source,2172,92,543,621
opencode,packages/ui/src/components/text-shimmer.tsx,source,1543,62,386,441
opencode,packages/ui/src/components/text-strikethrough.css,text-other,779,27,194,222
opencode,packages/ui/src/components/text-strikethrough.stories.tsx,source,8619,279,2138,2444
opencode,packages/ui/src/components/text-strikethrough.tsx,source,2507,84,627,716
opencode,packages/ui/src/components/thinking-heading.stories.tsx,source,28926,854,6952,7945
opencode,packages/ui/src/components/timeline-playground.stories.tsx,source,65392,2041,16342,18677
opencode,packages/ui/src/components/toast.css,text-other,4916,236,1229,1405
opencode,packages/ui/src/components/toast.stories.tsx,source,3105,138,776,887
opencode,packages/ui/src/components/toast.tsx,source,5254,185,1314,1501
opencode,packages/ui/src/components/todo-panel-motion.stories.tsx,source,21905,605,5476,6259
opencode,packages/ui/src/components/tool-count-label.css,text-other,1469,57,367,420
opencode,packages/ui/src/components/tool-count-label.tsx,source,2167,58,542,619
opencode,packages/ui/src/components/tool-count-summary.css,text-other,3348,102,837,957
opencode,packages/ui/src/components/tool-count-summary.stories.tsx,source,7783,238,1944,2222
opencode,packages/ui/src/components/tool-count-summary.tsx,source,1783,52,446,509
opencode,packages/ui/src/components/tool-error-card.css,text-other,1344,54,336,384
opencode,packages/ui/src/components/tool-error-card.stories.tsx,source,2174,92,544,621
opencode,packages/ui/src/components/tool-error-card.tsx,source,5513,155,1378,1575
opencode,packages/ui/src/components/tool-status-title.css,text-other,2317,89,579,662
opencode,packages/ui/src/components/tool-status-title.tsx,source,4426,136,1106,1265
opencode,packages/ui/src/components/tooltip.css,text-other,1844,74,461,527
opencode,packages/ui/src/components/tooltip.stories.tsx,source,1336,64,334,382
opencode,packages/ui/src/components/tooltip.tsx,source,4310,161,1078,1231
opencode,packages/ui/src/components/typewriter.css,text-other,154,14,38,44
opencode,packages/ui/src/components/typewriter.stories.tsx,source,1099,51,275,314
opencode,packages/ui/src/components/typewriter.tsx,source,1532,55,382,437
opencode,packages/ui/src/context/data.tsx,source,1482,63,370,423
opencode,packages/ui/src/context/dialog.tsx,source,5162,197,1290,1475
opencode,packages/ui/src/context/file.tsx,source,331,10,83,95
opencode,packages/ui/src/context/helper.tsx,source,1255,38,314,359
opencode,packages/ui/src/context/i18n.tsx,source,1048,38,262,299
opencode,packages/ui/src/context/index.ts,source,119,5,30,34
opencode,packages/ui/src/context/marked.tsx,source,13941,522,3485,3983
opencode,packages/ui/src/context/worker-pool.tsx,source,573,20,143,164
opencode,packages/ui/src/custom-elements.d.ts,source,432,17,108,123
opencode,packages/ui/src/hooks/create-auto-scroll.tsx,source,6525,237,1631,1864
opencode,packages/ui/src/hooks/index.ts,source,73,2,18,21
opencode,packages/ui/src/hooks/use-filtered-list.tsx,source,4227,134,1057,1208
opencode,packages/ui/src/i18n/ar.ts,source,8642,168,1807,2065
opencode,packages/ui/src/i18n/br.ts,source,7737,168,1922,2197
opencode,packages/ui/src/i18n/bs.ts,source,7738,172,1919,2193
opencode,packages/ui/src/i18n/da.ts,source,7466,167,1846,2110
opencode,packages/ui/src/i18n/de.ts,source,7888,173,1962,2242
opencode,packages/ui/src/i18n/en.ts,source,7546,176,1886,2156
opencode,packages/ui/src/i18n/es.ts,source,7723,168,1923,2198
opencode,packages/ui/src/i18n/fr.ts,source,7919,168,1960,2241
opencode,packages/ui/src/i18n/ja.ts,source,8313,167,1637,1871
opencode,packages/ui/src/i18n/ko.ts,source,7804,168,1614,1845
opencode,packages/ui/src/i18n/no.ts,source,7502,171,1862,2129
opencode,packages/ui/src/i18n/pl.ts,source,7739,167,1910,2182
opencode,packages/ui/src/i18n/ru.ts,source,9534,167,1914,2188
opencode,packages/ui/src/i18n/th.ts,source,10877,169,1849,2113
opencode,packages/ui/src/i18n/tr.ts,source,7745,174,1884,2153
opencode,packages/ui/src/i18n/uk.ts,source,9181,167,1856,2121
opencode,packages/ui/src/i18n/zh.ts,source,7465,171,1578,1804
opencode,packages/ui/src/i18n/zht.ts,source,7496,171,1582,1808
opencode,packages/ui/src/pierre/comment-hover.ts,source,1962,74,490,561
opencode,packages/ui/src/pierre/commented-lines.ts,source,3167,91,792,905
opencode,packages/ui/src/pierre/diff-selection.ts,source,2431,71,608,695
opencode,packages/ui/src/pierre/file-find.ts,source,13098,485,3274,3742
opencode,packages/ui/src/pierre/file-runtime.ts,source,2975,114,744,850
opencode,packages/ui/src/pierre/file-selection.ts,source,2832,85,708,809
opencode,packages/ui/src/pierre/index.ts,source,6320,182,1580,1806
opencode,packages/ui/src/pierre/media.ts,source,3692,110,923,1055
opencode,packages/ui/src/pierre/selection-bridge.ts,source,3885,132,971,1110
opencode,packages/ui/src/pierre/virtualizer.ts,source,2278,100,570,651
opencode,packages/ui/src/pierre/worker.ts,source,1412,52,353,403
opencode,packages/ui/src/storybook/fixtures.ts,source,998,51,250,285
opencode,packages/ui/src/storybook/scaffold.tsx,source,1639,62,410,468
opencode,packages/ui/src/styles/animations.css,text-other,2181,141,545,623
opencode,packages/ui/src/styles/base.css,text-other,8816,404,2204,2518
opencode,packages/ui/src/styles/colors.css,text-other,25230,772,6308,7209
opencode,packages/ui/src/styles/index.css,text-other,3432,65,858,981
opencode,packages/ui/src/styles/tailwind/colors.css,text-other,16954,285,4238,4844
opencode,packages/ui/src/styles/tailwind/index.css,text-other,2326,78,582,665
opencode,packages/ui/src/styles/tailwind/utilities.css,text-other,2371,123,593,677
opencode,packages/ui/src/styles/theme.css,text-other,24379,609,6095,6965
opencode,packages/ui/src/styles/utilities.css,text-other,3092,118,773,883
opencode,packages/ui/src/theme/color.ts,source,8651,299,2163,2472
opencode,packages/ui/src/theme/context.tsx,source,11816,369,2954,3376
opencode,packages/ui/src/theme/default-themes.ts,source,5499,116,1375,1571
opencode,packages/ui/src/theme/desktop-theme.schema.json,config,5996,168,1499,1713
opencode,packages/ui/src/theme/index.ts,source,1490,78,372,426
opencode,packages/ui/src/theme/loader.ts,source,3096,112,774,885
opencode,packages/ui/src/theme/resolve.ts,source,24995,540,6249,7141
opencode,packages/ui/src/theme/themes/amoled.json,config,1197,49,299,342
opencode,packages/ui/src/theme/themes/aura.json,config,1257,51,314,359
opencode,packages/ui/src/theme/themes/ayu.json,config,1255,51,314,359
opencode,packages/ui/src/theme/themes/carbonfox.json,config,1331,53,333,380
opencode,packages/ui/src/theme/themes/catppuccin-frappe.json,config,2583,85,646,738
opencode,packages/ui/src/theme/themes/catppuccin-macchiato.json,config,2589,85,647,740
opencode,packages/ui/src/theme/themes/catppuccin.json,config,1065,45,266,304
opencode,packages/ui/src/theme/themes/cobalt2.json,config,2622,87,656,749
opencode,packages/ui/src/theme/themes/cursor.json,config,2767,91,692,791
opencode,packages/ui/src/theme/themes/dracula.json,config,1199,49,300,343
opencode,packages/ui/src/theme/themes/everforest.json,config,2687,89,672,768
opencode,packages/ui/src/theme/themes/flexoki.json,config,2595,86,649,741
opencode,packages/ui/src/theme/themes/github.json,config,2561,85,640,732
opencode,packages/ui/src/theme/themes/gruvbox.json,config,1059,45,265,303
opencode,packages/ui/src/theme/themes/kanagawa.json,config,2683,89,671,767
opencode,packages/ui/src/theme/themes/lucent-orng.json,config,2633,87,658,752
opencode,packages/ui/src/theme/themes/material.json,config,2629,87,657,751
opencode,packages/ui/src/theme/themes/matrix.json,config,3691,113,923,1055
opencode,packages/ui/src/theme/themes/mercury.json,config,2599,86,650,743
opencode,packages/ui/src/theme/themes/monokai.json,config,1199,49,300,343
opencode,packages/ui/src/theme/themes/nightowl.json,config,1096,46,274,313
opencode,packages/ui/src/theme/themes/nord.json,config,1087,46,272,311
opencode,packages/ui/src/theme/themes/oc-2.json,config,20868,468,5217,5962
opencode,packages/ui/src/theme/themes/one-dark.json,config,2683,89,671,767
opencode,packages/ui/src/theme/themes/onedarkpro.json,config,1067,45,267,305
opencode,packages/ui/src/theme/themes/opencode.json,config,2683,89,671,767
opencode,packages/ui/src/theme/themes/orng.json,config,2619,87,655,748
opencode,packages/ui/src/theme/themes/osaka-jade.json,config,2660,88,665,760
opencode,packages/ui/src/theme/themes/palenight.json,config,2567,85,642,733
opencode,packages/ui/src/theme/themes/rosepine.json,config,2566,85,642,733
opencode,packages/ui/src/theme/themes/shadesofpurple.json,config,1279,51,320,365
opencode,packages/ui/src/theme/themes/solarized.json,config,1203,49,301,344
opencode,packages/ui/src/theme/themes/synthwave84.json,config,2632,87,658,752
opencode,packages/ui/src/theme/themes/tokyonight.json,config,1137,47,284,325
opencode,packages/ui/src/theme/themes/vercel.json,config,2711,90,678,775
opencode,packages/ui/src/theme/themes/vesper.json,config,1258,51,314,359
opencode,packages/ui/src/theme/themes/zenburn.json,config,2622,87,656,749
opencode,packages/ui/src/theme/types.ts,source,1517,75,379,433
opencode,packages/ui/src/theme/v2/avatar.ts,source,1765,48,441,504
opencode,packages/ui/src/theme/v2/default-primitives.ts,source,3579,114,895,1023
opencode,packages/ui/src/theme/v2/foreground.ts,source,2913,60,728,832
opencode,packages/ui/src/theme/v2/mapping.ts,source,8153,138,2038,2329
opencode,packages/ui/src/theme/v2/resolve.ts,source,5324,153,1330,1520
opencode,packages/ui/src/v2/components/accordion-v2.css,text-other,3017,139,754,862
opencode,packages/ui/src/v2/components/accordion-v2.stories.tsx,source,6613,177,1650,1886
opencode,packages/ui/src/v2/components/accordion-v2.tsx,source,2877,86,719,822
opencode,packages/ui/src/v2/components/avatar-v2.css,text-other,1682,70,420,481
opencode,packages/ui/src/v2/components/avatar-v2.stories.tsx,source,1847,85,462,528
opencode,packages/ui/src/v2/components/avatar-v2.tsx,source,1683,59,421,481
opencode,packages/ui/src/v2/components/badge-v2.css,text-other,616,27,154,176
opencode,packages/ui/src/v2/components/badge-v2.stories.tsx,source,1070,54,268,306
opencode,packages/ui/src/v2/components/badge-v2.tsx,source,473,20,118,135
opencode,packages/ui/src/v2/components/basic-tool-v2.css,text-other,3571,163,893,1020
opencode,packages/ui/src/v2/components/basic-tool-v2.stories.tsx,source,3406,137,852,973
opencode,packages/ui/src/v2/components/basic-tool-v2.tsx,source,4600,139,1150,1314
opencode,packages/ui/src/v2/components/button-v2.css,text-other,5347,169,1337,1528
opencode,packages/ui/src/v2/components/button-v2.stories.tsx,source,3557,150,889,1016
opencode,packages/ui/src/v2/components/button-v2.tsx,source,1109,35,277,317
opencode,packages/ui/src/v2/components/checkbox-v2.css,text-other,4769,178,1192,1363
opencode,packages/ui/src/v2/components/checkbox-v2.stories.tsx,source,2860,92,715,817
opencode,packages/ui/src/v2/components/checkbox-v2.tsx,source,2400,65,600,686
opencode,packages/ui/src/v2/components/dialog-v2.css,text-other,3327,149,832,951
opencode,packages/ui/src/v2/components/dialog-v2.stories.tsx,source,4903,174,1226,1401
opencode,packages/ui/src/v2/components/dialog-v2.tsx,source,3122,93,780,892
opencode,packages/ui/src/v2/components/diff-changes-v2.css,text-other,504,24,126,144
opencode,packages/ui/src/v2/components/diff-changes-v2.stories.tsx,source,1191,60,298,340
opencode,packages/ui/src/v2/components/diff-changes-v2.tsx,source,981,28,245,280
opencode,packages/ui/src/v2/components/field-v2.css,text-other,2130,94,532,609
opencode,packages/ui/src/v2/components/field-v2.stories.tsx,source,3556,135,888,1015
opencode,packages/ui/src/v2/components/field-v2.tsx,source,6688,265,1672,1911
opencode,packages/ui/src/v2/components/icon-button-v2.css,text-other,4916,146,1229,1405
opencode,packages/ui/src/v2/components/icon-button-v2.stories.tsx,source,2892,105,723,826
opencode,packages/ui/src/v2/components/icon-button-v2.tsx,source,1231,37,308,352
opencode,packages/ui/src/v2/components/icon.tsx,source,6257,125,1564,1788
opencode,packages/ui/src/v2/components/inline-input-v2.css,text-other,6019,217,1505,1720
opencode,packages/ui/src/v2/components/inline-input-v2.stories.tsx,source,4194,141,1048,1197
opencode,packages/ui/src/v2/components/inline-input-v2.tsx,source,2937,90,734,839
opencode,packages/ui/src/v2/components/keybind-v2.css,text-other,1770,76,442,506
opencode,packages/ui/src/v2/components/keybind-v2.stories.tsx,source,2369,82,584,668
opencode,packages/ui/src/v2/components/keybind-v2.tsx,source,778,30,194,222
opencode,packages/ui/src/v2/components/line-comment-v2.css,text-other,5133,203,1283,1467
opencode,packages/ui/src/v2/components/line-comment-v2.stories.tsx,source,2545,88,635,726
opencode,packages/ui/src/v2/components/line-comment-v2.tsx,source,4863,155,1213,1386
opencode,packages/ui/src/v2/components/menu-v2.css,text-other,4157,190,1039,1188
opencode,packages/ui/src/v2/components/menu-v2.stories.tsx,source,7322,216,1820,2080
opencode,packages/ui/src/v2/components/menu-v2.tsx,source,6628,225,1657,1894
opencode,packages/ui/src/v2/components/project-avatar-v2.css,text-other,4172,149,1043,1192
opencode,packages/ui/src/v2/components/project-avatar-v2.stories.tsx,source,2085,98,521,596
opencode,packages/ui/src/v2/components/project-avatar-v2.tsx,source,2077,78,519,593
opencode,packages/ui/src/v2/components/radio-v2.css,text-other,5090,197,1272,1454
opencode,packages/ui/src/v2/components/radio-v2.stories.tsx,source,3056,92,764,873
opencode,packages/ui/src/v2/components/radio-v2.tsx,source,2496,72,624,713
opencode,packages/ui/src/v2/components/segmented-control-v2.css,text-other,1815,80,454,519
opencode,packages/ui/src/v2/components/segmented-control-v2.stories.tsx,source,4333,107,1083,1237
opencode,packages/ui/src/v2/components/segmented-control-v2.tsx,source,6199,208,1550,1771
opencode,packages/ui/src/v2/components/select-v2.css,text-other,7732,285,1932,2207
opencode,packages/ui/src/v2/components/select-v2.stories.tsx,source,4839,175,1210,1383
opencode,packages/ui/src/v2/components/select-v2.tsx,source,6564,208,1641,1875
opencode,packages/ui/src/v2/components/switch-v2.css,text-other,4182,154,1046,1195
opencode,packages/ui/src/v2/components/switch-v2.stories.tsx,source,1249,64,312,357
opencode,packages/ui/src/v2/components/switch-v2.tsx,source,979,28,245,280
opencode,packages/ui/src/v2/components/tab-state-indicator.tsx,source,1669,37,417,477
opencode,packages/ui/src/v2/components/tabs-v2.css,text-other,6492,223,1623,1855
opencode,packages/ui/src/v2/components/tabs-v2.stories.tsx,source,6829,168,1707,1951
opencode,packages/ui/src/v2/components/tabs-v2.tsx,source,4446,147,1112,1270
opencode,packages/ui/src/v2/components/text-input-v2.css,text-other,4022,145,1006,1149
opencode,packages/ui/src/v2/components/text-input-v2.stories.tsx,source,4393,141,1097,1254
opencode,packages/ui/src/v2/components/text-input-v2.tsx,source,1924,67,481,550
opencode,packages/ui/src/v2/components/text-shimmer-v2.css,text-other,3250,125,812,929
opencode,packages/ui/src/v2/components/text-shimmer-v2.stories.tsx,source,1759,70,440,503
opencode,packages/ui/src/v2/components/text-shimmer-v2.tsx,source,1554,63,388,444
opencode,packages/ui/src/v2/components/textarea-v2.css,text-other,2214,77,554,633
opencode,packages/ui/src/v2/components/textarea-v2.stories.tsx,source,3097,111,773,884
opencode,packages/ui/src/v2/components/textarea-v2.tsx,source,891,31,223,255
opencode,packages/ui/src/v2/components/toast-v2.css,text-other,4213,215,1053,1204
opencode,packages/ui/src/v2/components/toast-v2.stories.tsx,source,5075,151,1268,1450
opencode,packages/ui/src/v2/components/toast-v2.tsx,source,4440,144,1110,1269
opencode,packages/ui/src/v2/components/tool-error-card-v2.css,text-other,4360,200,1090,1246
opencode,packages/ui/src/v2/components/tool-error-card-v2.stories.tsx,source,2704,91,676,773
opencode,packages/ui/src/v2/components/tool-error-card-v2.tsx,source,4765,166,1191,1361
opencode,packages/ui/src/v2/components/tooltip-v2.css,text-other,989,53,247,283
opencode,packages/ui/src/v2/components/tooltip-v2.stories.tsx,source,2280,91,569,650
opencode,packages/ui/src/v2/components/tooltip-v2.tsx,source,4012,146,1003,1146
opencode,packages/ui/src/v2/components/wordmark-v2.tsx,source,3552,92,888,1015
opencode,packages/ui/src/v2/styles/colors.css,text-other,5088,172,1250,1429
opencode,packages/ui/src/v2/styles/tailwind.css,text-other,47,2,12,13
opencode,packages/ui/src/v2/styles/theme.css,text-other,20769,441,5174,5913
opencode,packages/ui/sst-env.d.ts,source,236,10,59,67
opencode,packages/ui/tsconfig.json,config,600,22,150,171
opencode,packages/ui/vite.config.ts,config,1464,59,366,418
opencode,packages/web/.gitignore,config,229,21,57,65
opencode,packages/web/README.md,docs,2634,54,638,729
opencode,packages/web/astro.config.mjs,source,8325,324,2026,2315
opencode,packages/web/config.mjs,source,533,14,133,152
opencode,packages/web/package.json,config,1204,44,301,344
opencode,packages/web/public/apple-touch-icon-v3.png,asset,1541,0,0,0
opencode,packages/web/public/apple-touch-icon.png,asset,1541,0,0,0
opencode,packages/web/public/favicon-96x96-v3.png,asset,536,0,0,0
opencode,packages/web/public/favicon-96x96.png,asset,536,0,0,0
opencode,packages/web/public/favicon-v3.ico,asset,15086,0,0,0
opencode,packages/web/public/favicon-v3.svg,asset,612,0,0,0
opencode,packages/web/public/favicon.ico,asset,15086,0,0,0
opencode,packages/web/public/favicon.svg,asset,612,0,0,0
opencode,packages/web/public/robots.txt,docs,87,6,22,25
opencode,packages/web/public/site.webmanifest,binary-other,438,0,0,0
opencode,packages/web/public/social-share-zen.png,asset,21918,0,0,0
opencode,packages/web/public/social-share.png,asset,14238,0,0,0
opencode,packages/web/public/theme.json,config,7274,183,1818,2078
opencode,packages/web/public/web-app-manifest-192x192.png,asset,1601,0,0,0
opencode,packages/web/public/web-app-manifest-512x512.png,asset,7194,0,0,0
opencode,packages/web/src/assets/lander/check.svg,asset,212,0,0,0
opencode,packages/web/src/assets/lander/copy.svg,asset,443,0,0,0
opencode,packages/web/src/assets/lander/screenshot-github.png,asset,924094,0,0,0
opencode,packages/web/src/assets/lander/screenshot-splash.png,asset,369103,0,0,0
opencode,packages/web/src/assets/lander/screenshot-vscode.png,asset,1022418,0,0,0
opencode,packages/web/src/assets/lander/screenshot.png,asset,470646,0,0,0
opencode,packages/web/src/assets/logo-dark.svg,asset,1077,0,0,0
opencode,packages/web/src/assets/logo-light.svg,asset,1077,0,0,0
opencode,packages/web/src/assets/logo-ornate-dark.svg,asset,1077,0,0,0
opencode,packages/web/src/assets/logo-ornate-light.svg,asset,1077,0,0,0
opencode,packages/web/src/assets/web/web-homepage-active-session.png,asset,747629,0,0,0
opencode,packages/web/src/assets/web/web-homepage-new-session.png,asset,623348,0,0,0
opencode,packages/web/src/assets/web/web-homepage-see-servers.png,asset,680136,0,0,0
opencode,packages/web/src/components/Footer.astro,binary-other,3102,0,0,0
opencode,packages/web/src/components/Head.astro,binary-other,1501,0,0,0
opencode,packages/web/src/components/Header.astro,binary-other,3627,0,0,0
opencode,packages/web/src/components/Hero.astro,binary-other,260,0,0,0
opencode,packages/web/src/components/Lander.astro,binary-other,16686,0,0,0
opencode,packages/web/src/components/LanguageSelect.astro,binary-other,941,0,0,0
opencode,packages/web/src/components/Share.tsx,source,21617,644,5404,6176
opencode,packages/web/src/components/SiteTitle.astro,binary-other,1385,0,0,0
opencode,packages/web/src/components/icons/custom.tsx,source,6059,87,1515,1731
opencode,packages/web/src/components/icons/index.tsx,source,263215,4454,65804,75204
opencode,packages/web/src/components/share.module.css,text-other,17344,832,4336,4955
opencode,packages/web/src/components/share/common.tsx,source,3699,128,925,1057
opencode,packages/web/src/components/share/content-bash.module.css,text-other,1770,85,442,506
opencode,packages/web/src/components/share/content-bash.tsx,source,1749,68,437,500
opencode,packages/web/src/components/share/content-code.module.css,text-other,574,26,144,164
opencode,packages/web/src/components/share/content-code.tsx,source,851,30,213,243
opencode,packages/web/src/components/share/content-diff.module.css,text-other,3383,153,846,967
opencode,packages/web/src/components/share/content-diff.tsx,source,7093,240,1768,2021
opencode,packages/web/src/components/share/content-error.module.css,text-other,1286,64,322,367
opencode,packages/web/src/components/share/content-error.tsx,source,884,25,221,253
opencode,packages/web/src/components/share/content-markdown.module.css,text-other,2458,154,614,702
opencode,packages/web/src/components/share/content-markdown.tsx,source,2027,74,507,579
opencode,packages/web/src/components/share/content-text.module.css,text-other,1256,63,314,359
opencode,packages/web/src/components/share/content-text.tsx,source,1095,38,274,313
opencode,packages/web/src/components/share/copy-button.module.css,text-other,503,30,126,144
opencode,packages/web/src/components/share/copy-button.tsx,source,1070,36,268,306
opencode,packages/web/src/components/share/part.module.css,text-other,9322,428,2330,2663
opencode,packages/web/src/components/share/part.tsx,source,27875,817,6969,7964
opencode,packages/web/src/content.config.ts,source,562,16,140,161
opencode,packages/web/src/content/docs/acp.mdx,docs,3557,156,889,1016
opencode,packages/web/src/content/docs/agents.mdx,docs,20515,781,5125,5857
opencode,packages/web/src/content/docs/ar/acp.mdx,docs,4320,156,851,973
opencode,packages/web/src/content/docs/ar/agents.mdx,docs,23447,754,4200,4801
opencode,packages/web/src/content/docs/ar/cli.mdx,docs,26868,616,5372,6140
